,word,OA_frequency,NOA_frequency,oa_noa,expected_oa,expected_noa,chi_square,p_value,depletion_rate
4216,Rehmannia,3,5,8,3.562580743464812,4.437419256535188,0.16016386205898542,0.6890056978052088,0.8420861774159621
4217,Lamotrigine,24,56,80,35.625807434648124,44.374192565351876,6.839763063536903,0.008915066285260667,0.6736689419327697
4218,Dexmedetomidine,77,145,222,98.86161563114854,123.13838436885146,8.71558069684856,0.0031550190662330523,0.7788664944267758
4219,Acupuncture Analgesia,12,12,24,10.687742230394436,13.312257769605564,0.29047707189270433,0.5899149735075273,1.1227815698879495
4220,Commodification,3,15,18,8.015806672795827,9.984193327204173,5.658402889132347,0.017371935048005247,0.37426052329598314
4221,Crowns,48,134,182,81.04871191382448,100.95128808617552,24.29531201490034,8.26399463340054e-07,0.592236432468369
4222,Maxillary Fractures,4,14,18,8.015806672795827,9.984193327204173,3.627086251231474,0.05684625805749992,0.49901403106131087
4223,Chlorine Compounds,6,26,32,14.250322973859248,17.749677026140752,8.611458561770915,0.0033405468219982605,0.4210430887079811
4224,Tropisetron,1,6,7,3.1172581505317103,3.8827418494682897,2.5925932198856794,0.10736442269192487,0.32079473425369986
4225,Beriberi,6,5,11,4.898548522264116,6.101451477735884,0.4465014245837418,0.5040010715134073,1.2248526216959448
4226,Scalp Dermatoses,15,57,72,32.06322669118331,39.93677330881669,16.370977774271957,5.2076548824043646e-05,0.467825654119979
4227,Hearing,259,307,566,252.05258760013544,313.94741239986456,0.3452347644952135,0.5568230894487174,1.027563344879784
4228,Glossopharyngeal Nerve Injuries,1,0,1,0.4453225929331015,0.5546774070668985,1.245563139775899,0.26440158855823453,2.245563139775899
4229,Iodoacetates,2,4,6,2.671935557598609,3.328064442401391,0.3046413079560705,0.5809872619892082,0.7485210465919663
4230,Respiratory Rate,91,140,231,102.86951896754644,128.13048103245356,2.4691021171404,0.11610423236499973,0.8846157823359602
4231,Seroconversion,42,23,65,28.9459685406516,36.0540314593484,10.613551889155518,0.0011226183683837889,1.4509792595475042
4232,Tibial Fractures,64,229,293,130.47951972939873,162.52048027060127,61.065078596319815,5.521897181929244e-15,0.49049843326162984
4233,Mesenteric Ischemia,29,70,99,44.08693670037705,54.91306329962295,9.307900582781159,0.00228167785829274,0.6577912227626371
4234,X-Box Binding Protein 1,13,6,19,8.461129265728928,10.538870734271072,4.389618948502674,0.03615839362804662,1.5364379377414046
4235,Liquid Ventilation,2,2,4,1.781290371732406,2.218709628267594,0.048412845315450724,0.8258484198571171,1.1227815698879495
4236,Immunoconjugates,94,87,181,80.60338932089137,100.39661067910863,4.01417306236857,0.04511934444407421,1.1662040615410747
4237,Silicic Acid,3,14,17,7.570484079862726,9.429515920137275,4.974624149631483,0.025721791905297612,0.3962758481957469
4238,Alagille Syndrome,7,14,21,9.351774451595132,11.648225548404868,1.066244577846247,0.30179525002341845,0.7485210465919663
4239,Toluene,31,116,147,65.46242116116592,81.53757883883408,32.70837969431868,1.070746153976433e-08,0.4735541315173665
4240,Psoriasis,265,603,868,386.54001066593213,481.45998933406787,68.89752312476196,1.0371499968338836e-16,0.6855693917518585
4241,Brief Psychiatric Rating Scale,16,33,49,21.820807053721975,27.179192946278025,2.7993365941877957,0.09430331862477433,0.7332451068655996
4242,Latent TGF-beta Binding Proteins,6,3,9,4.007903336397914,4.992096663602086,1.7851022646431474,0.18152404382941073,1.4970420931839326
4243,Medicago sativa,37,56,93,41.415001142778436,51.584998857221564,0.8485227411316101,0.35697058328679165,0.8933960878678308
4244,Feminine Hygiene Products,1,2,3,1.3359677787993045,1.6640322212006955,0.15232065397803524,0.6963274499544883,0.7485210465919663
4245,Pyriform Sinus,3,16,19,8.461129265728928,10.538870734271072,6.354715414532016,0.01170697206539909,0.3545626010172472
4246,Glomerulonephritis,81,79,160,71.25161486929625,88.74838513070375,2.404529827137594,0.1209844691933275,1.136816339511549
4247,Knee-Chest Position,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4248,Pyridoxamine,4,1,5,2.2266129646655077,2.7733870353344923,2.5463719883907867,0.11054784502486541,1.7964505118207192
4249,Computer User Training,3,5,8,3.562580743464812,4.437419256535188,0.16016386205898542,0.6890056978052088,0.8420861774159621
4250,Second Messenger Systems,8,9,17,7.570484079862726,9.429515920137275,0.0439333584918368,0.8339776480686985,1.0567355951886583
4251,"Receptors, Peptide",29,27,56,24.938065204253682,31.061934795746318,1.1927863551761488,0.2747682351280969,1.1628809116696621
4252,Pseudouridine,0,2,2,0.890645185866203,1.109354814133797,1.6056994110791034,0.20509738754846735,0.0
4253,Cardiac Resynchronization Therapy Devices,87,76,163,72.58758264809555,90.41241735190445,5.159063215706933,0.02312536733007804,1.198552105279161
4254,Ulna,21,61,82,36.51645262051432,45.48354737948568,11.886549987241988,0.0005654075369981018,0.57508324311334
4255,Cerebrovascular Circulation,567,543,1110,494.3080781557427,615.6919218442573,19.272325290130873,1.1333728630309237e-05,1.147057928155797
4256,Ethylmercury Compounds,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4257,Immunoglobulin Light Chains,49,48,97,43.19629151451085,53.80370848548915,1.4058022697428931,0.2357544921827071,1.134356637618753
4258,Reoviridae Infections,14,19,33,14.695645566792349,18.30435443320765,0.05936724532892032,0.8074988443415307,0.9526631502079572
4259,Pediatric Obesity,718,619,1337,595.3963067515567,741.6036932484433,45.515623107008764,1.5142616665398373e-11,1.2059194722207147
4260,"Impotence, Vasculogenic",6,13,19,8.461129265728928,10.538870734271072,1.2906249088482418,0.25593281986040695,0.7091252020344944
4261,Isotopes,63,85,148,65.90774375409902,82.09225624590098,0.23127854252570312,0.6305774248067457,0.9558816067964975
4262,Serotonin Receptor Agonists,22,60,82,36.51645262051432,45.48354737948568,10.403798775535623,0.001257563412302946,0.6024681594520706
4263,Diatoms,92,129,221,98.41629303821543,122.58370696178457,0.7541554974972347,0.3851637564559671,0.9348045649745824
4264,gp100 Melanoma Antigen,5,1,6,2.671935557598609,3.328064442401391,3.656988033322838,0.055834483354123866,1.871302616479916
4265,Basal Bodies,2,3,5,2.2266129646655077,2.7733870353344923,0.04157998179191234,0.8384225011379765,0.8982252559103596
4266,"Motor Neurons, Gamma",3,0,3,1.3359677787993045,1.6640322212006955,3.736689419327697,0.05322981190358983,2.245563139775899
4267,Blood Bactericidal Activity,17,10,27,12.02371000919374,14.97628999080626,3.713063627747778,0.05398821179266477,1.4138730880070476
4268,Celiac Plexus,3,7,10,4.4532259293310155,5.5467740706689845,0.8549703829421129,0.35515003263914136,0.6736689419327697
4269,Epithelial Sodium Channel Blockers,2,3,5,2.2266129646655077,2.7733870353344923,0.04157998179191234,0.8384225011379765,0.8982252559103596
4270,Anidulafungin,7,9,16,7.125161486929624,8.874838513070376,0.003963749857671209,0.9497996955259385,0.9824338736519558
4271,Parietaria,1,0,1,0.4453225929331015,0.5546774070668985,1.245563139775899,0.26440158855823453,2.245563139775899
4272,"Fibromatosis, Gingival",0,3,3,1.3359677787993045,1.6640322212006955,2.408549116618655,0.12067416358653409,0.0
4273,"Catechol 1,2-Dioxygenase",2,4,6,2.671935557598609,3.328064442401391,0.3046413079560705,0.5809872619892082,0.7485210465919663
4274,Sandfly fever Naples virus,6,3,9,4.007903336397914,4.992096663602086,1.7851022646431474,0.18152404382941073,1.4970420931839326
4275,Lymphocytic Choriomeningitis,9,1,10,4.4532259293310155,5.5467740706689845,8.369346402738737,0.003816028401732708,2.021006825798309
4276,S-Adenosylhomocysteine,6,8,14,6.234516301063421,7.765483698936579,0.01590387046169088,0.8996444175841588,0.9623842027610995
4277,Eosine I Bluish,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4278,Chikungunya virus,74,53,127,56.55596930250389,70.4440306974961,9.700067529711998,0.001842612402861117,1.3084383649087914
4279,Claviceps,1,2,3,1.3359677787993045,1.6640322212006955,0.15232065397803524,0.6963274499544883,0.7485210465919663
4280,Granuloma,52,85,137,61.00919523183491,75.99080476816509,2.3984806750167307,0.1214531562408682,0.8523305348054507
4281,Nature,22,23,45,20.039516681989568,24.960483318010432,0.34577897515462164,0.5565123309994504,1.0978308683348839
4282,5-alpha Reductase Inhibitors,32,41,73,32.50854928411641,40.49145071588359,0.014342604691876842,0.904672782709206,0.9843564448332708
4283,Kinesis,4,3,7,3.1172581505317103,3.8827418494682897,0.4506653694671931,0.502019150278118,1.2831789370147995
4284,Burkholderia pseudomallei,45,13,58,25.828710390119888,32.17128960988011,25.65425790142034,4.0839338773188604e-07,1.742247263619232
4285,Thoracic Outlet Syndrome,11,18,29,12.914355195059944,16.085644804940056,0.5116015347482252,0.47444638463026867,0.8517653288805134
4286,Tissue Adhesives,27,95,122,54.329356337838384,67.67064366216162,24.78470591304167,6.410409233899899e-07,0.49696889158974816
4287,Eflornithine,7,4,11,4.898548522264116,6.101451477735884,1.6252899216047167,0.20235575828309726,1.4289947253119357
4288,Thiorphan,1,0,1,0.4453225929331015,0.5546774070668985,1.245563139775899,0.26440158855823453,2.245563139775899
4289,Archaeal Viruses,3,1,4,1.781290371732406,2.218709628267594,1.5032294908806607,0.22017511989519356,1.6841723548319243
4290,Decision Support Techniques,782,838,1620,721.4226005516244,898.5773994483756,9.170458089650502,0.002459529978471771,1.0839693674720698
4291,"Circumcision, Male",81,84,165,73.47822783396175,91.52177216603825,1.3881653476166664,0.23871517294829908,1.1023673595263503
4292,2-Naphthylamine,3,7,10,4.4532259293310155,5.5467740706689845,0.8549703829421129,0.35515003263914136,0.6736689419327697
4293,Factor Xa,14,26,40,17.812903717324062,22.187096282675938,1.47141940852033,0.22512187649344187,0.7859470989215647
4294,Rice Bran Oil,0,7,7,3.1172581505317103,3.8827418494682897,5.6199479387768605,0.017757176339395133,0.0
4295,Eye Evisceration,3,9,12,5.343871115197218,6.656128884802782,1.8534078672238983,0.17338755888625826,0.5613907849439748
4296,Volleyball,15,48,63,28.055323354785394,34.94467664521461,10.952657587503241,0.0009346945785979412,0.5346578904228331
4297,Trigeminal Nerve,32,58,90,40.079033363979136,49.920966636020864,2.9360340507285834,0.0866231786613679,0.7984224496980975
4298,Antipain,1,0,1,0.4453225929331015,0.5546774070668985,1.245563139775899,0.26440158855823453,2.245563139775899
4299,Urocanic Acid,2,3,5,2.2266129646655077,2.7733870353344923,0.04157998179191234,0.8384225011379765,0.8982252559103596
4300,Schizosaccharomyces,38,9,47,20.93016186785577,26.06983813214423,25.098382978406427,5.447852236614435e-07,1.8155616874783864
4301,Electric Stimulation Therapy,153,331,484,215.53613497962112,268.4638650203789,32.711578776100914,1.0689853395773512e-08,0.7098577693919681
4302,"Mechanotransduction, Cellular",92,49,141,62.79048560356731,78.2095143964327,24.497081972082793,7.442246328531823e-07,1.4651901337544875
4303,Burkholderia cepacia complex,6,6,12,5.343871115197218,6.656128884802782,0.14523853594635217,0.7031277566170984,1.1227815698879495
4304,Military Psychiatry,1,12,13,5.78919370813032,7.21080629186968,7.142763133651642,0.007526709718577521,0.17273562613660762
4305,Protein Unfolding,30,28,58,25.828710390119888,32.17128960988011,1.2144999127813385,0.2704427533385612,1.1614981757461547
4306,T-2 Toxin,3,12,15,6.679838893996522,8.320161106003477,3.6546950570452363,0.0559113893291889,0.4491126279551798
4307,Biomphalaria,16,8,24,10.687742230394436,13.312257769605564,4.760272705715061,0.029123933373876372,1.4970420931839326
4308,Pinch Strength,10,21,31,13.805000380926147,17.194999619073855,1.8907430361461997,0.16911813835725012,0.7243752063793223
4309,Paraguay,14,13,27,12.02371000919374,14.97628999080626,0.5856287271207574,0.44411445849180853,1.164366072476392
4310,Feeder Cells,3,5,8,3.562580743464812,4.437419256535188,0.16016386205898542,0.6890056978052088,0.8420861774159621
4311,Metacarpophalangeal Joint,26,57,83,36.961775213447424,46.038224786552576,5.860956334777242,0.01548038070038757,0.7034294172791973
4312,Stramenopiles,20,43,63,28.055323354785394,34.94467664521461,4.16975176909509,0.04115182840227782,0.7128771872304441
4313,Cystine,11,18,29,12.914355195059944,16.085644804940056,0.5116015347482252,0.47444638463026867,0.8517653288805134
4314,Papillary Muscles,15,18,33,14.695645566792349,18.30435443320765,0.01136397104218271,0.9151047890216578,1.020710518079954
4315,"Chromatography, Agarose",0,4,4,1.781290371732406,2.218709628267594,3.211398822158207,0.07312694045586916,0.0
4316,Yohimbine,19,30,49,21.820807053721975,27.179192946278025,0.657408743769308,0.41747624741496314,0.8707285644028996
4317,Regional Health Planning,24,29,53,23.602097425454378,29.397902574545622,0.012093789993977706,0.9124317641025854,1.0168587802758788
4318,Hereditary Angioedema Types I and II,2,3,5,2.2266129646655077,2.7733870353344923,0.04157998179191234,0.8384225011379765,0.8982252559103596
4319,Cholera Toxin,45,30,75,33.39919446998261,41.60080553001739,7.264401240423897,0.007033471354331597,1.3473378838655394
4320,Carbohydrate Sequence,35,33,68,30.281936319450903,37.7180636805491,1.3252672876183549,0.24964892059672075,1.155804557237595
4321,Pentalogy of Cantrell,2,2,4,1.781290371732406,2.218709628267594,0.048412845315450724,0.8258484198571171,1.1227815698879495
4322,Staphylococcal Skin Infections,33,35,68,30.281936319450903,37.7180636805491,0.4398404191456601,0.5071994882934889,1.089758582538304
4323,Personhood,38,101,139,61.89984041770111,77.10015958229889,16.636424604642915,4.527317082220899e-05,0.6138949590754257
4324,Benzimidazoles,201,242,443,197.27790866936397,245.72209133063603,0.1266062422221262,0.7219770858440651,1.0188672485213448
4325,"Cardiac Output, High",3,3,6,2.671935557598609,3.328064442401391,0.07261926797317608,0.7875606198283936,1.1227815698879495
4326,Hair Follicle,37,64,101,44.97758188624325,56.02241811375675,2.5509735865664296,0.11022631267955316,0.8226320413040422
4327,Tinzaparin,4,2,6,2.671935557598609,3.328064442401391,1.1900681764287653,0.27531580472641726,1.4970420931839326
4328,Immunologic Factors,317,467,784,349.1329128595516,434.8670871404484,5.331739520861747,0.020940475024113975,0.9079636674859184
4329,Short-Wave Therapy,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4330,"RNA, Helminth",5,9,14,6.234516301063421,7.765483698936579,0.4407074745072256,0.5067811850817099,0.8019868356342497
4331,"Crop, Avian",1,1,2,0.890645185866203,1.109354814133797,0.024206422657725362,0.8763608321095353,1.1227815698879495
4332,Child,20496,26102,46598,20751.142185496665,25846.857814503335,5.655643936729398,0.01739928479477755,0.9877046678579945
4333,Bombs,14,22,36,16.031613345591655,19.968386654408345,0.4641564688116456,0.4956878216767786,0.8732745543572941
4334,2-Methoxyestradiol,5,3,8,3.562580743464812,4.437419256535188,1.04559073053168,0.3065247712064652,1.4034769623599368
4335,Weight Gain,755,692,1447,644.3817919741979,802.6182080258021,34.2349344466128,4.884421033123175e-09,1.1716656327096087
4336,Meningomyelocele,29,39,68,30.281936319450903,37.7180636805491,0.097838274664547,0.7544393745788602,0.9576666331397217
4337,Materials Testing,350,742,1092,486.29227148294683,605.7077285170532,68.86596144984006,1.0538817865170135e-16,0.7197317755691984
4338,Myristicaceae,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4339,Salivary Cystatins,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4340,Organoplatinum Compounds,221,254,475,211.52823164322322,263.4717683567768,0.7646334997566353,0.3818823592897751,1.044777797664155
4341,Arteriovenous Fistula,45,81,126,56.11064670957079,69.88935329042921,3.9663672705650312,0.046417810923723386,0.8019868356342497
4342,Atmosphere,196,317,513,228.45049017468108,284.5495098253189,8.310170833518418,0.003942368298942671,0.8579539481404994
4343,Deoxycytidine Kinase,5,3,8,3.562580743464812,4.437419256535188,1.04559073053168,0.3065247712064652,1.4034769623599368
4344,HLA-DP alpha-Chains,2,0,2,0.890645185866203,1.109354814133797,2.491126279551798,0.11448976709761949,2.245563139775899
4345,Collagen Diseases,1,6,7,3.1172581505317103,3.8827418494682897,2.5925932198856794,0.10736442269192487,0.32079473425369986
4346,Stomatognathic System Abnormalities,1,0,1,0.4453225929331015,0.5546774070668985,1.245563139775899,0.26440158855823453,2.245563139775899
4347,Vascular Remodeling,85,83,168,74.81419561276105,93.18580438723895,2.500150632993107,0.1138354094787535,1.1361480171485203
4348,Dictyostelium,24,15,39,17.36758112439096,21.63241887560904,4.566296211726076,0.03260699019062754,1.381885009092861
4349,Northern Ireland,67,96,163,72.58758264809555,90.41241735190445,0.7754344828620814,0.37854108432656375,0.9230228856747561
4350,"Wings, Animal",97,59,156,69.47032449756384,86.52967550243616,19.668098763683417,9.212657095700339e-06,1.396279644604245
4351,Hyaluronic Acid,137,260,397,176.7930693944413,220.2069306055587,16.147643992260807,5.859140528049315e-05,0.7749172547841263
4352,18-Hydroxycorticosterone,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4353,p-Methoxy-N-methylphenethylamine,4,4,8,3.562580743464812,4.437419256535188,0.09682569063090145,0.75567270531088,1.1227815698879495
4354,Pentosephosphates,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4355,Chorda Tympani Nerve,9,10,19,8.461129265728928,10.538870734271072,0.061872888200157454,0.8035598830989376,1.0636878030517416
4356,Campylobacter jejuni,49,57,106,47.204194850908756,58.795805149091244,0.1231678481126138,0.7256237800399343,1.038043338198293
4357,Chimerin 1,3,0,3,1.3359677787993045,1.6640322212006955,3.736689419327697,0.05322981190358983,2.245563139775899
4358,Acyl-CoA Dehydrogenases,1,3,4,1.781290371732406,2.218709628267594,0.617802622407966,0.4318650191168317,0.5613907849439748
4359,Ovarian Hyperstimulation Syndrome,31,28,59,26.27403298305299,32.72596701694701,1.5325482452143633,0.21573040110801522,1.1798721581873368
4360,Neuropilins,1,1,2,0.890645185866203,1.109354814133797,0.024206422657725362,0.8763608321095353,1.1227815698879495
4361,Toe Phalanges,1,11,12,5.343871115197218,6.656128884802782,6.365864792505138,0.011633638369169749,0.18713026164799157
4362,"Pregnancy, Heterotopic",3,0,3,1.3359677787993045,1.6640322212006955,3.736689419327697,0.05322981190358983,2.245563139775899
4363,Armadillos,5,6,11,4.898548522264116,6.101451477735884,0.0037879903473942555,0.950923862039187,1.020710518079954
4364,"Encephalomyelitis, Eastern Equine",3,2,5,2.2266129646655077,2.7733870353344923,0.48429341602825937,0.48648398485165445,1.3473378838655394
4365,Chorionic Villi,11,28,39,17.36758112439096,21.63241887560904,4.2089053604074955,0.04021227872035949,0.6333639625008946
4366,"Hydatidiform Mole, Invasive",0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4367,Xanthines,13,20,33,14.695645566792349,18.30435443320765,0.3527288738772004,0.5525724308785593,0.8846157823359602
4368,Cracked Tooth Syndrome,0,4,4,1.781290371732406,2.218709628267594,3.211398822158207,0.07312694045586916,0.0
4369,Terfenadine,1,13,14,6.234516301063421,7.765483698936579,7.9233688125685795,0.004880032164280754,0.16039736712684993
4370,"Epithelium, Corneal",54,87,141,62.79048560356731,78.2095143964327,2.218663381669419,0.1363510603527745,0.8600029045950252
4371,Carotid Arteries,231,276,507,225.77855461708245,281.2214453829175,0.2176999423326189,0.6407980630807919,1.0231264009629837
4372,Spiroplasma,4,3,7,3.1172581505317103,3.8827418494682897,0.4506653694671931,0.502019150278118,1.2831789370147995
4373,Stanozolol,0,6,6,2.671935557598609,3.328064442401391,4.81709823323731,0.028178745440579092,0.0
4374,Neonatal Nursing,25,107,132,58.782582267169396,73.2174177328306,35.00229728092624,3.2931656813633875e-09,0.4252960491999809
4375,Tetrazoles,108,131,239,106.43209971101126,132.56790028898874,0.04164125150766872,0.8383051416367541,1.0147314606518707
4376,Cathepsin K,6,11,17,7.570484079862726,9.429515920137275,0.5873580824834186,0.4434425540728094,0.7925516963914938
4377,Femoral Vein,31,77,108,48.09484003677496,59.90515996322504,10.95446371730223,0.0009337839403050275,0.64455979012086
4378,Dermatophagoides pteronyssinus,12,11,23,10.242419637461335,12.757580362538665,0.5437350651310959,0.46088890318513964,1.1715981598830778
4379,Gastrinoma,3,5,8,3.562580743464812,4.437419256535188,0.16016386205898542,0.6890056978052088,0.8420861774159621
4380,Integrin beta1,30,12,42,18.703548903190264,23.296451096809736,12.300409128476298,0.000452859014756729,1.6039736712684993
4381,Tulipa,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4382,Limb Salvage,87,174,261,116.22919675553949,144.7708032444605,13.251896896089072,0.0002723041782915685,0.7485210465919663
4383,"Serum Albumin, Radio-Iodinated",0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4384,"ATP Binding Cassette Transporter, Subfamily B, Member 3",1,2,3,1.3359677787993045,1.6640322212006955,0.15232065397803524,0.6963274499544883,0.7485210465919663
4385,Selectins,5,4,9,4.007903336397914,4.992096663602086,0.44274153144781125,0.5058021943938347,1.2475350776532772
4386,Tars,7,10,17,7.570484079862726,9.429515920137275,0.07750378841024826,0.7807091402155077,0.9246436457900761
4387,Refugium,22,10,32,14.250322973859248,17.749677026140752,7.598047818921572,0.005843153388751901,1.5438246585959305
4388,Osmosis,47,100,147,65.46242116116592,81.53757883883408,9.38738796707808,0.0021848327477910633,0.7179691671392331
4389,Milk Thistle,5,7,12,5.343871115197218,6.656128884802782,0.0398928388196257,0.8416902502412655,0.935651308239958
4390,Aminophylline,5,9,14,6.234516301063421,7.765483698936579,0.4407074745072256,0.5067811850817099,0.8019868356342497
4391,Viola,2,4,6,2.671935557598609,3.328064442401391,0.3046413079560705,0.5809872619892082,0.7485210465919663
4392,Vaginal Absorption,1,3,4,1.781290371732406,2.218709628267594,0.617802622407966,0.4318650191168317,0.5613907849439748
4393,Isocitrate Dehydrogenase,83,74,157,69.91564709049693,87.08435290950307,4.414582531533465,0.03563299673087019,1.187144844594902
4394,Histocytological Preparation Techniques,6,8,14,6.234516301063421,7.765483698936579,0.01590387046169088,0.8996444175841588,0.9623842027610995
4395,Haemophilus influenzae,71,45,116,51.657420780239775,64.34257921976022,13.057365873516371,0.0003020939967787957,1.374439507966283
4396,Maxillofacial Prosthesis Implantation,1,0,1,0.4453225929331015,0.5546774070668985,1.245563139775899,0.26440158855823453,2.245563139775899
4397,"CA3 Region, Hippocampal",57,29,86,38.29774299224673,47.70225700775327,16.465479575472774,4.954398898761702e-05,1.488338360084026
4398,Halobacillus,2,0,2,0.890645185866203,1.109354814133797,2.491126279551798,0.11448976709761949,2.245563139775899
4399,"Abortion, Criminal",11,8,19,8.461129265728928,10.538870734271072,1.3734484772323736,0.24122027016204028,1.300062870396573
4400,Janus Kinase 3,11,6,17,7.570484079862726,9.429515920137275,2.800925253665156,0.09420992633266306,1.4530114433844052
4401,Esculin,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4402,Emollients,11,31,42,18.703548903190264,23.296451096809736,5.720278736580785,0.016770067947453816,0.5881236794651165
4403,Parapoxvirus,3,0,3,1.3359677787993045,1.6640322212006955,3.736689419327697,0.05322981190358983,2.245563139775899
4404,Molecular Sequence Annotation,736,173,909,404.7982369761893,504.2017630238107,488.5468200232548,2.95126681443241e-108,1.8181897369362614
4405,Cephalosporins,121,128,249,110.88532564034227,138.11467435965773,1.6633715061002117,0.19714872403822303,1.0912174293690111
4406,Abdominal Muscles,40,80,120,53.43871115197218,66.56128884802781,6.092826159121412,0.013573180960573689,0.7485210465919663
4407,Disasters,282,420,702,312.6164602390373,389.3835397609627,5.405770918398175,0.02007028231692867,0.902063825380062
4408,Adrenergic beta-3 Receptor Antagonists,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
4409,"Circulatory Arrest, Deep Hypothermia Induced",20,19,39,17.36758112439096,21.63241887560904,0.7193333233368657,0.3963626782700276,1.1515708409107173
4410,Pregnenediones,6,6,12,5.343871115197218,6.656128884802782,0.14523853594635217,0.7031277566170984,1.1227815698879495
4411,Cysteamine,5,16,21,9.351774451595132,11.648225548404868,3.6508858625010814,0.05603939746876228,0.5346578904228331
4412,Guanosine 5'-O-(3-Thiotriphosphate),10,10,20,8.906451858662031,11.093548141337969,0.24206422657725324,0.6227191807626485,1.1227815698879495
4413,Senecio,4,6,10,4.4532259293310155,5.5467740706689845,0.08315996358382469,0.7730599373245957,0.8982252559103596
4414,"Lentiviruses, Primate",2,0,2,0.890645185866203,1.109354814133797,2.491126279551798,0.11448976709761949,2.245563139775899
4415,Chronic Disease,2657,3216,5873,2615.3795882961053,3257.6204117038947,1.1940913081326872,0.2745058417163328,1.0159137174160675
4416,Bone Morphogenetic Protein 4,23,10,33,14.695645566792349,18.30435443320765,8.460238530163812,0.003629942487028763,1.5650894610559298
4417,Saint Vincent and the Grenadines,4,2,6,2.671935557598609,3.328064442401391,1.1900681764287653,0.27531580472641726,1.4970420931839326
4418,Periodic Acid-Schiff Reaction,3,4,7,3.1172581505317103,3.8827418494682897,0.00795193523084544,0.9289439267891204,0.9623842027610995
4419,Outcome and Process Assessment (Health Care),346,486,832,370.50839732034046,461.49160267965954,2.9227474651820695,0.08733903735360152,0.933851978801035
4420,Noncommunicable Diseases,2,2,4,1.781290371732406,2.218709628267594,0.048412845315450724,0.8258484198571171,1.1227815698879495
4421,"Syphilis, Latent",2,1,3,1.3359677787993045,1.6640322212006955,0.5950340882143826,0.44047904378818437,1.4970420931839326
4422,"Cloning, Organism",17,16,33,14.695645566792349,18.30435443320765,0.6514324852533349,0.4196009938637765,1.156805253823948
4423,Carboxypeptidases A,4,2,6,2.671935557598609,3.328064442401391,1.1900681764287653,0.27531580472641726,1.4970420931839326
4424,Osteoma,1,6,7,3.1172581505317103,3.8827418494682897,2.5925932198856794,0.10736442269192487,0.32079473425369986
4425,Molluscum contagiosum virus,0,2,2,0.890645185866203,1.109354814133797,1.6056994110791034,0.20509738754846735,0.0
4426,Vitrectomy,139,337,476,211.9735542361563,264.0264457638437,45.29067989922581,1.698555230235327e-11,0.6557421773715336
4427,Leukotriene B4,12,15,27,12.02371000919374,14.97628999080626,8.429163439224515e-05,0.9926746868064081,0.9980280621226217
4428,Cefuroxime,16,23,39,17.36758112439096,21.63241887560904,0.1941450772577693,0.6594888666959497,0.9212566727285739
4429,Clofarabine,8,8,16,7.125161486929624,8.874838513070376,0.1936513812618029,0.6598948221534384,1.1227815698879495
4430,"Chromatography, Micellar Electrokinetic Capillary",7,29,36,16.031613345591655,19.968386654408345,9.173033227993947,0.0024560716566664766,0.43663727717864703
4431,Nursing Care,95,352,447,199.05919904109638,247.94080095890362,98.07046365022394,4.0375651485235675e-23,0.4772449625921933
4432,Haemophilus parasuis,5,6,11,4.898548522264116,6.101451477735884,0.0037879903473942555,0.950923862039187,1.020710518079954
4433,Endocrine Glands,6,5,11,4.898548522264116,6.101451477735884,0.4465014245837418,0.5040010715134073,1.2248526216959448
4434,Wernicke Encephalopathy,14,22,36,16.031613345591655,19.968386654408345,0.4641564688116456,0.4956878216767786,0.8732745543572941
4435,Dimethadione,1,0,1,0.4453225929331015,0.5546774070668985,1.245563139775899,0.26440158855823453,2.245563139775899
4436,Mycoplasma pneumoniae,36,23,59,26.27403298305299,32.72596701694701,6.490802091186236,0.01084340417632442,1.3701741191852945
4437,Chlordiazepoxide,4,4,8,3.562580743464812,4.437419256535188,0.09682569063090145,0.75567270531088,1.1227815698879495
4438,Leishmania braziliensis,19,11,30,13.359677787993045,16.640322212006954,4.293103594312843,0.03826725072118099,1.422189988524736
4439,SOXC Transcription Factors,12,8,20,8.906451858662031,11.093548141337969,1.9371736641130375,0.1639757421097047,1.3473378838655394
